"survey_type","province","gender","birth","nationality","religion","religion_freq","edu","edu_status","income","political","floor_area","property_0","property_1","property_2","property_3","property_4","property_5","property_6","property_7","property_8","height_cm","weight_jin","health","health_problem","depression","hukou","hukou_loc","media_1","media_2","media_3","media_4","media_5","media_6","leisure_1","leisure_2","leisure_3","leisure_4","leisure_5","leisure_6","leisure_7","leisure_8","leisure_9","leisure_10","leisure_11","leisure_12","socialize","relax","learn","social_neighbor","social_friend","socia_outing","equity","class","class_10_before","class_10_after","class_14","work_exper","insur_1","insur_2","insur_3","insur_4","family_income","family_m","family_status","house","car","son","daughter","minor_child","marital","marital_1st","s_birth","marital_now","s_edu","s_political","s_hukou","s_income","s_work_exper","f_birth","f_edu","f_political","f_work_14","m_birth","m_edu","m_political","m_work_14","status_peer","status_3_before","view","inc_ability","inc_exp","trust_1","trust_2","trust_3","trust_4","trust_5","trust_6","trust_7","trust_8","trust_9","trust_10","trust_11","trust_12","trust_13","neighbor_familiarity","public_service_1","public_service_2","public_service_3","public_service_4","public_service_5","public_service_6","public_service_7","public_service_8","public_service_9","invest"
1,21,2,1955,1,1,1,4,4,0,1,125,0,1,1,0,0,0,0,0,0,160,110,3,5,5,5,1,1,1,1,5,1,1,1,5,2,5,5,4,5,5,5,5,5,5,2,4,1,7,5,1,3,5,1,5,2.2870811994631,4,1,2,2,2,42205.7961209796,6,2,1,2,2,0,0,3,1979,1954,1979,4,2,5,0,4,1930.92498289385,1,1,2,1932.81666692409,1,1,2,2,2,3,2,166609.946808086,1,1,2.04552394616472,2.04520591646319,4,3.56231151410401,4,5,4,3.50529338299674,3.46571243971506,3.29664559667439,1,1,90,90,90,100,100,100,100,80,100,1
1,24,2,1989,1,1,1,10,4,48000,4,100,1,0,0,0,0,0,0,0,0,162,96,4,5,5,1,1,2,3,3,4,5,4,1,3,3,3,4,4,3,2,3,5,4,1,4,4,4,1,1,3,4,5,5,6,5,1,1,1,2,2,97230.4482457127,2,3,1.58723519867239,2,0,0,0.971565462905073,3,2013,1988,2013,12,1,1,29053.0871821189,1,1960.34725221082,4,1,2,1962.61175863995,4,1,2,2,2,3,2,60000,5,4,4,4,5,5,4,4,3,3,5,3,3,2,70,65,30,70,80,60,40,70,80,1
1,27,2,1968,1,1,1,9,4,50000,1,52,0,0,0,0,1,0,0,0,0,155,100,4,4,4,2,1,3,3,1,5,5,1,1,3,3,3,5,4,3,1,4,5,5,1,2,2,4,7,4,2,3,5,5,8,5,1,1,1,2,2,1e+05,2,3,1,2,0,1,0,3,1994,1965,1994,3,1,2,50000,1,1937,8,4,1,1940,7,4,15,3,2,4,3,1e+05,4,3,4,3,4,3,2,3,2,3,3,3,1,2,60,60,60,70,50,70,60,70,65,1
1,12,2,1949,1,1,1,1,2.95209162917226,6000,1,160,0,1,0,0,0,0,0,0,0,157,116,3,4,3,1,1,1,1,1,5,1,1,3,5,5,5,5,4,3,5,5,5,5,5,3,2,1,3,5,1,1,4,2,5,2,1,1,2,2,2,6000,1,2,1,2,3,3,0,7,1971,1950.86756214361,1974.8219592377,2.98570234831329,1.05455205983293,1.08443657288826,15885.1076310219,3.41893610727198,1920.36240190985,1,1,2,1923.58845118488,1,1,2,3,2,3,3,166609.946808086,3,2,2,2,3,2.65403233519654,2,2.57331336003323,2,2.15180949976967,2.08580558583317,2.17782951906145,1,4,60,50,50,50,50,50,50,54.9251260863941,56.7001081944358,1
2,31,2,1975,1,1,1,3,2,0,1,80,0,0,0,0,0,1,0,0,0,156,114,3,5,3,1,1,1,1,1,3,1,1,1,5,3,5,5,5,5,1,5,5,5,5,3,5,1,1,1,1.73868130003156,3,1,1,2.37669235456992,1,4,1,1,2,2,40000,4,3,1,2,1,0,1,3,1994.69171358854,1972,1995.11963592083,3,1,1,40000,3,1947.3904070745,1,1,16,1950.10459341616,1.23002739625028,1,16,2,2,3,2.17359397954652,1e+05,4,3.03469504128818,1.79684198129971,1,3,3.10834808242339,5,2.85250941540856,1,2.24102353837264,2.01944254094052,2.21478190001384,1,5,73.8334321975964,75.8036723851936,76.9804337549582,77.7601963730395,74.8032493611376,76.7638733803535,77.6665426392469,76.3692988728488,76.3108890395053,1
1,29,1,1957,1,1,1,1,3.18366586447229,24000,1,40,0,0,1,0,0,0,0,1,1,175,150,3,3,3,2,2,1,1,2,5,1,1,1,5,3,5,4.80837004100235,4,4,5,2,5,5,5,2,4,1,7,4,1,4,4,3,4,2,5,1,1,2,2,24000,2,2,0,2,1,2,0,3,1981.62768137044,1963,1982.65735198941,1,1,2,24000,5,1930.26166336314,1,1,2,1932.81666692409,1,1,2,2,2,3,2,166609.946808086,3,3,3,3,3,3,3,3,3,3,3,3,3,3,80,65,70,80,60,90,80,90,60,1
1,1,1,1983,1,1,1,12,4,2e+05,4,26,0,0,0,0,0,0,0,0,1,173,120,4,4,4,2,2,2,3,2,2,5,5,3,3,2,4,4,4,3,4,2,4,5,1,2,2,4,5,3,4,3,5,3,7,2,1,1,1,2,2,147520.429487672,2,3,1.26021152531965,2,0,1,1,3,2014,1988,2014,10,1,2,77118.0785916273,1,1956.78168907789,4,1,1,1960.43467829392,4.10740077250338,1,1,2,2,3,2,3e+05,5,5,5,5,5,5,5,5,5,5,5,5,5,2,70,60,50,70,50,70,50,70,90,1
1,6,1,1928,1,1,1,3,4,21033.7429742117,1,50,0,1,0,0,0,0,0,0,0,160,100,2,2,3,2,1,1,1,1,3,1,1,2,5,5,5,5,5,5,5,5,5,5,5,2,2,1,6,6,1,3,6,2,6.5181821160979,1,5,1,1,2,2,42205.7961209796,1,3,1,2,1,0,0,7,1961.98887216227,1941.19829906567,1962.28394771818,4.09349059515852,1.07245688038844,1.97985108785736,18400.1982691706,4.75270231397717,1916.12637101674,1,1,2,1921.51782185437,1,1,2,2,2,5,2.06140061869605,5841642.96017156,4,3,4,3,4,3,3,4,3,3.03642418835835,2.94932180836135,3,1,3,70,60,80,70,70,80,85,70,70,1
1,19,2,1970,1,0,4,10,4,20000,1,99,0,0,1,0,0,0,0,0,0,153,100,4,5,4,5,1,3,2,1,5,5,3,2,3,3,4,4,3,2,1,2,5,5,1,4,4,3,5,2,1,2,4,4,5,4,1,1,1,2,2,150000,5,3,2,2,1,1,0,3,2005,1969,2005,9,1,2,50000,1,1948,3,1,1,1950,3,1,1,3,1,4,3,50000,4,4,3,3,5,4,3,4,2,3,3.08791296852507,3.13702968847437,2,3,80,80,70,80,70,80,80,85,85,1
2,13,2,1953,8,1,1,4,4,15000,1,180,0,0,1,0,0,0,0,0,0,155,95,3,3,3,1,1,1,1,1,5,1,1,1,5,3,5,5,4,2,5,5,5,5,5,2,2,1,1,1,1,4,5,5,5,2,3,1,1,2,2,20000,1,3,1,2,4,0,0,3,1977,1955,1977,4,1,1,5000,3,1929.3285584368,1,1,2,1931.32061995385,1,1,2,2,2,5,1,20400,5,4,5,4,4,4,3,5,3,4,3.71218451661276,5,1,5,90,90,90,90,90,90,90,90,90,1
1,12,1,1970,1,1,1,3,4,17000,1,80,0,1,0,0,0,0,0,0,0,172,130,4,4,4,4,1,2,2,2,4,2,2,1,5,3,3,4,4,4,4,1,5,4,4,3,4,4,5,6,1,3,4,4,4,4,1,1,2,2,2,17000,4,2,3,2,1,0,1,3,2000,1977,2000,6,1,4,0,1,1942,1,1,2,1942,1,1,2,3,2,2,2,120000,3,3,3,3,3,3,1,1,3,3,2.71031922265745,3,3,3,80,50,50,60,50,70,60,50,50,1
2,16,2,1967,1,1,1,1,3.04724585974741,0,1,80,0,0,0,1,0,0,0,0,0,148,78,2,2,4,1,1,1,1,1,4,1,1,1,5,3,5,5,4,1,5,2,5,3,5,5,4,5,1,1,1,4,5,4,5,3,4,1,1,2,2,47255.5038115041,1,3,0,2,3,1,0,7,1968,1951.15231533824,1968.72921424017,3.45200094574627,1.23121451138277,1.09406739150784,24301.1056911305,2.14492903427261,1933.11704569074,1,1,2,1933.69001481664,1,1,2,2,2,4,2,166609.946808086,4,4,4,4,5,3.87738649879871,3,3.67610232646294,3,3.03642418835835,2.94932180836135,3.11373855333748,2,5,80,70,80,80,85,70,70,80,80,1
1,6,2,1975,1,1,1,3,3,110000,1,120,0,0,1,0,0,0,0,0,0,160,100,3,4,4,1,2,1,1,1,3,1,1,3,5,5,5,5,4,4,4,4,5,5,5,2,2,2,3,5,2,4,4,3,5,3,1,1,1,2,2,130000,5,3,1,2,2,0,1,3,1994,1975,1994,1,1,1,20000,1,1950,1,1,2,1952,1,1,2,2,1,3,2,2e+05,4,3,3,3,3,3,4,4,4,3,4,5,5,4,60,60,70,80,50,40,60,60,60,1
1,18,1,1965,1,1,1,9,4,36000,1,180,0,1,1,0,0,0,0,0,0,172,155,5,4,4,2,2,5,5,1,4,5,2,2,4,5,1,4,3,3,1,1,4,5,1,3,4,4,1,2,1,3,5,3,6,1,1,1,1,1,2,50000,4,4,3,1,1,1,0,4,1991,1968,2007,4,1,2,18000,1,1935,4,1,4,1934,2,1,2,1,1,4,2,40000,5,3,3,3,5,5,3,5,3,5,4.14447387748342,4,3,5,90,90,60,80,80,90,100,70,80,1
2,5,2,1978,1,1,1,4,4,50000,1,65,0,0,0,0,0,0,0,0,0,160,110,4,4,5,1,1,1,1,1,5,5,5,1,5,3,5,3,3,4,2,3,5,4,1,3,4,1,2,2,1,4,4,3,7,2,1,1,1,2,2,70000,3,3,2,1,1,0,1,3,2000,1979,2000,4,1,1,50000,1,1954,5,1,1,1954,3,1,2,2,1,4,2,5e+05,5,5,5,5,5,5,4,4,3.28085592954972,3,3,3,3,5,80,60,70,70,80,80,80,80,80,1
1,26,1,1967,1,1,1,7,4,150000,1,102,0,1,0,0,0,0,0,0,0,180,150,5,5,4,5,1,4,4,3,5,5,1,1,4,2,1,3,4,3,3,2,2,5,1,4,5,5,5,3,3,2,4,3,5,2,1,1,1,1,2,220000,3,3,1,2,0,1,1,3,1994,1967,1994,7,1,4,130000,1,1934,3,1,4,1936,3,1,1,2,1,4,2,2e+05,3,2,1,1,3,4,3,3,3,3,3,4,1,2,76,66,66,58,70,66,59,67,70,1
1,16,2,1949,1,1,1,1,2.50762212250025,4800,1,100,0,0,1,0,0,0,0,0,0,150,126,2,2,3,2,2,1,1,1,4,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,4,1,4.33737646262142,5.24954423408243,1,4,5,4,6,3,4,1,2,2,2,12000,2,3,1,2,2,3,0,3,1969,1944,1969,1,1,2,7200,4,1919.31083491273,1,1,2,1921.51782185437,1,1,2,3,2,3,2,3650,4,2,2,2,4,3.74239027247228,2.42813050169821,3.75824828708427,4,2,2.14303228318645,2.19362130791776,2,4,70,70,70,70,70,70,70,70,70,1
1,19,1,1989,1,1,3,5,4,150000,1,50,0,0,0,0,1,0,0,0,0,170,120,4,5,4,4,1,1,3,2,4,5,4,1,3,3,2,4,2,2,1,3,4,5,1,3,3,2,2,2,6,3,6,5,9,6,1,1,2,1,2,3e+05,2,3,3,1,0,0,0.971565462905073,3,2014,1989,2014,5,1,5,150000,1,1965,4,1,4,1962,4,1,15,2,1,4,2,1e+06,4,3,3.19413388117399,2.94519017910761,5,4,1,3,2,3,2.44371918951175,4,1,3,60,80,60,60,50,80,60,90,60,1
2,5,2,1969,1,1,1,3,2,10000,1,100,0,0,1,0,0,0,0,0,0,160,120,4,4,4,1,1,1,1,1,5,1,2,1,5,5,5,5,3,2,5,5,5,5,5,4,4,1,1,1,1,4,6,4,7,2,3,1,1,2,2,20000,4,2,1,2,0,2,1,3,1991,1968,1991,3,1,1,20000,3,1940.22116364759,1,1,16,1940.64152896664,1,1,16,3,2,3,3,50000,4,4,4,4,4,4,3,3,3,3,3,3,1,5,20,30,60,30,40,20,10,60,40,1
2,29,2,1960,1,1,1,3,2,2000,1,70,0,1,1,0,0,0,0,0,0,160,150,5,5,5,1,1,1,1,2,4,1,1,2,5,3,5,4,4,5,5,5,5,4,5,2,3,1,6,6,3,3,3,4,7,3,3,1,1,2,2,10000,4,2,1,2,2,2,0,3,1980,1958,1980,4,4,1,4000,3,1926,1,1,2,1930,1,1,2,3,2,4,3,20000,4,4,4,4,4,3.82509232560663,4,4,2,3,2.94932180836135,3.11373855333748,3,5,50,60,30,50,50,50,30,30,50,1
1,16,1,1969,1,1,1,3,2,20000,1,140,0,1,0,0,0,0,0,0,0,162,128,3,4,5,1,1,2,2,1,4,1,1,1,5,4,5,5,4,4,5,5,5,5,5,5,3,1,1,2,1,2,4,1,4,1,3,1,1,2,2,20000,3,2,1,2,2,1,1,3,1993,1969,1993,3,1,1,0,3,1945,3,1,2,1947,3,1,2,3,2,2,2,166609.946808086,4,4,5,4,5,3,2,2,3,3,3,3,2,5,60,80,80,50,60,90,100,70,70,1
1,15,2,1989,1,1,1,12,4,90000,4,90,0,0,0,0,0,0,0,0,1,168,115,3,3,3,1,3,2,3,2,3,5,2,3,3,3,3,4,4,3,1,2,4,4,1,2,3,3,6,3,4,4,5,4,7,4,1,1,1,2,2,90000,1,4,0,2,0,0,0.971565462905073,1,2010.21065262983,1987.03860476111,2010.91206408496,10.2574282530046,1.75941418322529,1.09406739150784,25751.2193318214,1.20096796723594,1963,3,1,2,1964,3,1,2,2,1,4,2,1e+05,4,3,5,4,5,3,3,5,4,4,3.58708736801516,4,3,2,85,70,65,85,75,75,70,70,75,1
2,21,1,1958,8,1,1,3,4,6000,1,120,0,1,1,0,0,0,0,0,0,160,140,2,1,2,1,1,1,1,3,4,1,1,1,5,5,5,4,4,4,4,2,5,2,5,2,4,1,2,2,2,4,7,5,3,6,3,1,2,2,2,28000,2,2,1,2,1,1,0,3,1971,1951,1971,3,1,1,0,3,1929.44655808392,3,1,2,1931.32061995385,1,1,2,3,1,2,2.51415114053943,5000,2,2,3,4,5,1,2,2,2,1,2.44554393939937,4,1,4,70,80,80,70,80,70,70,80,70,1
1,15,1,1957,1,1,1,3,2,40000,1,100,0,1,0,0,0,0,0,0,0,160,120,5,4,4,1,1,2,2,2,4,1,2,5,4,5,5,5,3,4,5,5,2,5,2,4,3,1,1,1,1,3,6,3,8,2,1,1,2,2,2,70000,3,4,1,2,0,1,0,3,1977,1953,1977,3,1,1,20849.0113164892,5,1930.99634109982,3,1,2,1932.81666692409,3,1,2,2,2,3,2,166609.946808086,4,4,4,4,5,4,4,5,4,4,4,3,1,5,50,40,50,40,50,60,40,30,50,1
2,23,1,1997,1,1,1,8,4,3000,2,120,0,0,0,0,1,0,0,0,0,178,120,4,4,4,1,1,1,3,1,5,3,1,1,5,2,1,5,4,4,2,3,5,5,2,3,3,3,3,3,2,2,4,2,6,2,5,2,2,2,2,30000,4,3,1,2,0,0,0.971586075349893,1,2010.21065262983,1987.03860476111,2010.91206408496,5.96481363122079,1.05832455216895,1.09406739150784,15885.1076310219,1.38985166584075,1973,4,1,2,1977,3,1,2,2,2,4,3,20000,5,5,5,5,5,5,5,5,4,4,4,4,2,5,70,90,70,80,80,70,100,90,80,1
2,21,2,1969,8,1,1,3,2,0,1,100,0,0,1,0,0,0,0,0,0,162,120,4,4,5,1,1,1,1,1,4,1,1,1,5,2,5,5,4,4,5,5,5,5,5,4,4,1,1,3,1,4,1,1,2,1,4,1,2,2,2,20000,1,2,1,2,1,2,0,3,1990,1968,1990,3,1,1,20000,1,1940.22116364759,1,1,16,1940.64152896664,1,1,16,3,2,4,2,10000,5,4,4,4,4,4,3,4,3,3,3,3,2,5,80,80,80,80,80,80,70,70,60,1
1,5,2,1969,1,1,1,9,4,38000,1,90,0,0,0,0,1,0,0,0,0,163,100,5,5,5,2,1,2,3,4,2,4,2,5,4,3,4,4,3,3,2,4,4,5,2,3,4,2,7,4,3,4,5,4,5,7,1,1,1,2,2,80000,3,3,1,2,1,0,0,3,1991,1968,1991,9,1,2,42000,1,1940,12,1,1,1940,7,4,1,2,2,3,2,166609.946808086,4,4,4.04640461827541,3.84768937260089,4,4,3,4,3.68844953921247,4,3.54926321158803,4,2,2,70,70,70,70,70,70,70,70,70,1
2,11,1,1991,1,1,1,4,2,20000,1,120,0,1,0,0,0,0,0,0,0,170,100,5,5,5,1,1,1,2,1,3,5,1,2,4,4,5,5,4,4,3,5,5,5,1,2,4,1,4,2,1,4,4,3,6,3,1,1,2,2,2,20000,2,3,1,1,0,0,0.971565462905073,3,2015,1995,2015,7,1,1,0,6,1969,1,1,2,1969,1,1,2,2,2,4,2,60000,4,3,3,3,5,4,3,4,4,3.28961096075496,2.94932180836135,3.11373855333748,1,3,80,80,80,80,80,80,80,80,80,1
1,12,2,1967,1,0,6,3,2,21033.7429742117,1,120,0,1,0,0,0,0,0,0,0,155,120,5,5,5,1,1,1,1,1,5,1,1,1,5,5,5,5,3,3,4,5,5,5,5,3,3,2,2,3,1,3,4.91387121617472,3.53397077740876,5.76857537745778,3.28357915300922,6,2,2,2,2,42205.7961209796,5,2.91790401371457,1,2,1,3,1,3,1989.47424407931,1965,1988.86599982024,3,1,1,20180.9827070094,1,1935.59119409946,3,1,2,1939.39687694653,3,1,2,2,2,3.37699266903566,2.14445653702551,166609.946808086,2,2,2,2,2,2,2,2,2,2,2,2,1,5,80,74.5124292627604,74.6734472229717,75.0478609690664,70.3370044489315,74.4850356668554,74.4269973645916,75.5445097839849,75.6194010307843,1
2,5,1,1965,1,1,1,4,4,50000,1,200,0,0,1,0,0,0,0,0,0,175,140,4,4,4,1,1,1,1,2,4,1,3,1,5,5,5,5,3,4,5,5,5,5,5,4,4,2,1,1,2,3,6,4,8,3,1,1,2,2,2,1e+05,5,4,1,1,1,0,0,3,1985,1966,1985,4,1,1,50000,1,1936.25451363017,3,4,2,1939.39687694653,3,1,2,2,1,4,1,1e+05,2,2,4,4,4,4,2,4,2,2,2,3,1,4,90,70,70,60,70,70,80,80,80,1
1,12,2,1984,1,1,1,5,4,0,1,90,0,0,1,0,0,0,0,0,0,165,90,5,5,4,4,1,2,1,1,4,5,1,1,2,2,5,4,4,2,2,5,5,3,1,3,3,3,3,2,3,2,5,3,7,3,1,1,1,1,2,2e+05,3,3,1,1,0,1,1,3,2011,1979,2011,12,1,4,2e+05,1,1956,4.56981007772953,1,2,1958,4.50190115790579,1,2,2,1,3,2,1e+05,4,4,5,5,5,5,4,5,4,3,2.98254365314839,4,3,3,30,50,50,50,50,50,50,60,50,1
1,21,1,1962,1,1,1,6,4,20000,1,110,0,0,0,1,0,0,0,0,0,170,140,3,3,3,1,3,2,1,2,5,1,1,1,5,2,3,4,4,5,2,2,5,5,5,2,4,3,5,5,6,4,5,4,7,3,5,2,1,2,2,30000,2,3,1,2,1,1,0,3,1982,1963,1982,3,1,1,10000,5,1928,1,1,2,1932,1,1,2,2,2,4,2.14642325844712,30000,3,3,3,2,4,3,2,4,3,3,2.87421238553869,3,2,2,90,80,70,70,60,70,80,70,70,1
1,4,2,1954,1,1,1,12,4,70000,4,72,0,0,0,0,0,0,0,0,1,162,108,3,3,4,2,1,4,2,4,5,5,1,1,4,4,3,4,2,4,2,1,2,5,1,3,5,1,3,2,6,4,5,5,5,7,5,2,1,2,2,150000,2,3,0,2,1,0,0,7,1980,1956.28156073864,1993.81069319722,11.3199870579278,3.43729248013356,1.97985108785736,47627.0970591103,4.75270231397717,1926,7,4,1,1932,3,1,1,2,2,4,2,70000,4,4,4,4,5,5,2,3,3,3,2.90743423032573,4,1,4,60,80,60,60,60,60,60,70,70,1
2,6,1,1947,1,1,1,1,3.30840674031851,20000,1,140,0,1,0,0,0,0,0,0,0,168,111,5,4,4,1,1,1,1,1,5,1,1,1,5,5,5,5,3,3,5,2,5,5,5,3,3,1,4,4,2,4,4,3,4,2,3,1,1,2,2,20000,1,3,1,2,2,0,0,7,1977,1948.71466837816,1978.01127430619,3.10437277538823,1.07387859658935,1.09115384917075,15885.1076310219,3.12377893972177,1924,1,1,2,1925,1,1,2,2,2,4,2,166609.946808086,5,4,5,5,5,4.70032415378773,4,4.8067138829235,5,5,4.55509370497886,4.59586639630791,4,5,90,90,90,90,90,90,90,90,90,1
2,9,1,1962,1,1,1,4,4,15000,1,200,0,1,0,0,0,0,0,0,0,175,125,3,3,4,1,1,1,1,2,5,1,1,1,5,3,5,5,4,4,5,4,5,5,5,2,2,1,1,5,1,4,6,5,7,3,2,1,1,2,2,15000,4,2,1,2,1,1,0,3,1984,1962,1984,3,1,1,0,3,1932.36817050032,1,1,2,1932.81666692409,1,1,2,2,2,4,2,50000,5,5,5,5,5,4.23657906014293,3,4,4,4,3.8090731519373,4,3,5,85,85,80,80,80,80,80,70,65,1
2,6,1,1967,1,1,1,3,4,5000,1,100,0,1,1,0,0,0,0,0,0,173,130,2,3,3,1,1,1,1,1,4,1,4,1,5,4,5,5,4,4,5,5,5,5,5,2,2,1,3,3,1,4,5,4,6,4,2,1,1,2,2,30000,3,3,1,2,1,1,1,3,1991.96277669773,1975,1991.2705053412,1,1,1,4000,3,1936.54446952675,1.79989873157281,1,2,1940.05369498981,1.29269332179388,1,2,2,2,4,2,166609.946808086,4,4,4,4,5,4,3,4,4,3,3,3,3,5,70,70,70,70,70,70,70,70,70,1
2,10,1,1977,1,1,1,4,4,40000,1,350,0,0,0,0,1,0,0,0,0,170,130,4,4,4,1,1,1,1,1,3,3,1,3,4,4,4,4,4,4,3,3,4,5,2,2,3,1,5,5,2,4,5,4,6,4,1,1,2,2,2,50000,4,3,1,2,1,0,1,3,2003,1974,2003,3,1,1,10000,1,1953,1,1,2,1953,1,1,2,2,2,4,2,50000,5,4,5,5,5,5,4,5,4,4,3.83029280542653,4,3,4,90,90,80,80,90,90,90,80,80,1
2,18,2,1941,1,0,2,1,2.46325121058501,0,1,167,0,0,0,1,0,0,0,0,0,160,135,2,1,4,1,1,1,1,1,2,1,1,2,5,5,5,5,5,5,4,5,5,5,5,3,1,1,6,6,1,4,8,6,8,5,4,1,2,2,2,1300,5,3,1,2,2,5,0,3,1959,1936,1959,3,1,1,0,4,1916.12637101674,1,1,2,1921.51782185437,1,1,2,2,1,4,1.94623885160672,30000,4,3,4,2,4,3.87360856056655,2,3.59506784370431,3,3,4,4,2,2,80,80,80,80,90,90,80,80,90,1
2,10,2,1968,1,1,1,4,3,10000,1,50,0,1,1,0,0,0,0,0,0,160,110,3,4,4,1,1,2,2,1,5,1,2,1,4,2,1,5,3,4,1,5,4.8902806615182,4.66791677613613,4,4,4,2,2,2,1,4,6,4,7,2,1,1,1,2,2,40000,2,3,1,1,1,0,0,3,1990,1969,1990,4,1,1,30000,1,1945,3,1,2,1937,3,1,2,2,2,4,2,20000,4,3,3,3,5,3,2,3,3,3.09273428451219,2.87421238553869,3.11373855333748,2,4,80,70,75,80,75,80,75,70,80,1
2,13,1,1952,6,1,1,7,4,36000,1,140,0,0,1,0,0,0,0,0,0,160,120,4,5,5,4,2,3,2,3,4,1,1,1,5,3,2,5,4,3,5,1,5,1,5,2,3,3,4,5,4,4,6,3,6.29786129496162,2,5,1,1,2,2,36000,2,2,1,2,1,2,0,3,1978,1954,1978,3,1,1,0,3,1928.66523890609,4,4,2,1928,1,1,2,1,1,2,3,166609.946808086,5,5,5,5,5,5,3,4,3,3,3.02994840682682,3,2,4,85,80,80.4175069844717,90,78.4943493153456,80,90,90,70,1
1,31,1,1974,3,0,4,4,4,20000,1,40,0,1,0,0,0,0,0,0,0,173,160,2,3,5,1,2,4,4,4,5,4,1,1,5,4,2,5,4,4,1,5,5,5,1,1,3.25544197932346,3,5.12573625822507,4.18390220021023,1,1,1,3,3,6,1,1,1,2,2,20000,5,1,1,2,1,1,2,3,1996,1973,1996,4,1,1,0,5,1947,14,1,1,1949,3,1,15,3,3,4,3,80000,4,3,2,2,4,4,2,5,4,4,2,3.31964056231944,1,2,60,60,10,50,20.4385053316884,10,40,10,10,1
1,4,2,1928,1,0,2,3,2,36000,1,80,0,1,0,0,0,0,0,0,0,155,120,4,5,5,5,1,3,1,4,4,1,1,1,5,3,3,5,5,5,5,2,5,5,5,2,4,1,1,2,1,4,5,5,5,2,5,1,1,2,2,110000,4,3,1,2,3,2,0,7,1945,1941.19829906567,1962.28394771818,4.64577192167501,1.80964994987107,4.82513170590899,39220.9038046592,4.75270231397717,1913.87314107087,1,1,2,1920.54868406226,1,1,2,2,2,4,2,40000,5,5,5,5,5,5,3.7324228658807,4.40192708668021,3,5,4.40928964206401,5,1,5,80.4654472989631,80,80,80,80,80,90,78.8107803605421,79.5959333388243,1
1,31,1,1959,1,1,1,4,4,11000,1,44.6,0,1,0,0,0,0,0,0,0,170,118,3,3,3,2,1,3,2,1,4,1,1,1,5,4,4,5,4,4,5,4,4,4,5,2,4,1,5,6,1,4,3,3,4,1,1,2,2,2,2,20000,3,2,1,2,1,0,0,3,1982,1957,1982,4,1,2,0,4,1932.36817050032,1,1,2,1932.81666692409,1,1,2,3,2,5,2,20000,5,3,4,2,4,4,4,3,3,3,2.94932180836135,3.13702968847437,1,5,80,80,80,80,70,80,80,80,80,1
2,9,1,1962,1,1,1,3,4,5000,1,300,0,1,0,0,0,0,0,0,0,176,150,2,3,3,1,1,3,3,3,5,1,2,1,3,3,3,4,3,4,4,3,5,5,5,3,3,1,4,4,1,2,10,10,10,10,2,1,1,1,1,15000,4,3,1,2,1,2,0,3,1985,1962,1985,3,1,1,5000,3,1938,1.79989873157281,1,2,1938,1.29269332179388,1,2,2,2,3,2,5,4,4,4,4,4,4,4,3,3,3,3,3,3,4,100,100,100,100,100,100,100,100,100,1
1,7,1,1960,1,1,1,6,2,5000,1,40,0,1,0,0,0,0,0,0,0,170,130,2,3,4,5,1,2,2,3,4,1,1,1,4,3,3,4,3,4,2,4,4,4,4,2,2,2,1,1,1,4,4,6,4,4,5,1,1,2,2,8000,2,2,1,2,2,0,0,3,1984,1960,1984,5,1,2,3000,5,1935,4,1,2,1935,2,1,15,3,2,4,3,10000,5,4.06595045499809,4.04640461827541,3.84768937260089,5,3,3,4,3,3.09273428451219,2.94932180836135,3.1396217856925,2,5,90,80,80,80,90,80,80,90,90,1
1,1,1,1930,1,1,1,1,2.94294132767817,91200,1,39,0,1,0,0,0,0,0,0,0,170,150,3,3,3,2,2,1,1,4,4,1,1,5,5,5,5,5,4,5,5,4,5,5,5,4,3,1,1,1,1,3,5,3,5,3,5,1,1,2,2,84000,2,2,1,2,0,4,0,3,1956,1956,1956,1,1,2,36000,5,1914.76515485134,1,1,2.07553773090577,1921.51782185437,1,1,2.59138091159931,3,2,3,3,60000,3,3,2,1,3,2,2,3,1,2,1,3,1,4,70,60,50,60,60,70,60,60,60,1
2,17,1,1945,1,1,1,3,4,24000,4,200,0,1,0,0,0,0,0,0,0,170,140,4,4,4,4,2,1,1,4,5,1,1,1,5,2,5,3,5,5,2,5,4,5,5,2,3,1,2,6,1,4,6,5,6.10469724263022,2,5,1,1,2,2,24000,2,3,1,2,1,2,0,3,1969,1948,1969,3,4,1,0,4,1919.50598637964,1,1,1,1923.58845118488,1,1,2,2,1,4,2,20000,5,3,5,3,5,4,3,4,3,3,3,3,3,4,92,94,96,94,92,93,91,94,92,1
1,31,2,1962,1,1,1,9,4,18000,1,100,0,0,0,1,0,0,0,0,0,160,135,4,5,5,2,3,2,1,1,5,2,1,1,5,2,2,5,3,3,5,2,5,5,3,2,4,1,7,3,4,1,5,5,5,5,5,1,1,2,2,50000,2,3,2,1,1,0,0,3,1984,1958,1984,6,1,2,20000,5,1925,1,4,1,1930,6,4,1,2,2,4,4,36000,4,3,3,3,4,3,1,4,1,1,1.222385270287,1.46134786643712,1,2,80,50,60,60,40,40,60,60,60,1
